Protein.Group,Genes,Kd_mean_8,Kd_mean_21,Kd_mean_60,Oxy8vs21_Log2FC,Oxy8vs21_pval,Oxy8vs21_FDR,Oxy60vs21_Log2FC,Oxy60vs21_pval,Oxy60vs21_FDR
P70335,ROCK1_MOUSE,0.1349991622006351,0.1402322849724757,0.1295759085023657,-0.0548680780027502,0.8827749791998156,0.9337152504044473,-0.1140210229977978,0.6398050056868988,0.8277766625569652
P70336,ROCK2_MOUSE,0.1879720420535529,0.1518457735835262,0.1714826752203355,0.3079113455404582,0.0275496468951606,0.0921143394498036,0.1754560755989853,0.4992580601198811,0.7386331318622418
P70340,SMAD1_MOUSE,0.5807021948182342,0.5010161468726041,0.0759498074847335,0.2129413871484728,0.6922223118327981,0.8172657089324976,-2.7217388867581804,0.0024371993649532,0.0222809873761922
P70349,HINT1_MOUSE,0.0928622837930175,0.0811728461800711,0.0989933874737374,0.1940955621085768,0.3312831304335731,0.5161158361598069,0.2863349598522945,0.2070854133741589,0.43986855461257
P70353,NFYC_MOUSE,0.2525484253929951,,,,,,,,
P70362,UFD1_MOUSE,0.3625542418237533,0.2598281204412043,0.2620209557545703,0.4806392752924288,1.1059974428046358e-10,9.071944024605024e-09,0.0121246214534553,0.9707940544255028,0.9998777760013816
P70372,ELAVL1_MOUSE,0.1821095354501403,0.15749959628385,0.1633685476826092,0.2094583347680126,0.0367961111612934,0.1144341618200984,0.0527821266482213,0.9119497054635122,0.9761653567026748
P70375,F7_MOUSE,,0.2477697123861947,0.3339960566163449,,,,0.4308312275719753,0.4014259473186495,0.6537392198741975
P70387,HFE_MOUSE,0.4072598991821862,,,,,,,,
P70389,IGFALS_MOUSE,0.0190343618961251,,0.3080126630795387,,,,,,
P70398,USP9X_MOUSE,0.3056934444164809,0.2538295326994262,0.2038206843631386,0.2682256795915505,0.1616690139308334,0.3227030927418349,-0.3165594662716873,0.1326088936618526,0.33565845860716
P70404,IDH3G_MOUSE,0.0954121605493144,0.0920799356901157,0.0768809951713075,0.0512863276341911,0.7340630605637541,0.8421191964019851,-0.260259814950592,0.3133804870550692,0.5665496670467488
P70414,SLC8A1_MOUSE,,0.4138282447537492,,,,,,,
P70429,EVL_MOUSE,0.4572395514252021,0.3353021786204826,0.3440188155583157,0.4474883456649303,0.1528100182420819,0.3092965267441522,0.0370256159308149,0.8320056522879283,0.9394365575658082
P70441,SLC9A3R1_MOUSE,0.258662040158399,0.1584327724327101,0.2766671667413194,0.7071975540927387,0.0015451199597532,0.0099990899170617,0.8042806500604696,0.0001456886560764,0.0024675057644948
P70444,BID_MOUSE,0.0818717650393529,0.1601655581500508,0.3744842713639574,-0.9681260420790184,0.0771081491597736,0.189649053518154,1.2253411802990846,3.977129293993214e-05,0.0008887779213937
P70445,EIF4EBP2_MOUSE,0.3337628912688366,,,,,,,,
P70452,STX4_MOUSE,0.0586320876345114,0.7670678526505391,,-3.709591869212766,2.9114881325038636e-10,2.0766505571185168e-08,,,
P70460,VASP_MOUSE,0.15124741535008,0.1606965569924283,0.2234667346117658,-0.0874285303041858,0.24581841318496,0.4285495290434929,0.4757210681176418,2.742721204487481e-05,0.0006789289873877
P70663,SPARCL1_MOUSE,0.5532271318904846,0.1950901310374673,0.8943364544234899,1.5037311136072693,6.959807520298745e-11,6.3430912428056085e-09,2.196676884909988,5.978447471728288e-07,2.959791379080251e-05
P70665,SIAE_MOUSE,0.7744817821135123,,,,,,,,
P70670,NACA_MOUSE,0.2739913175497719,0.2722643853063952,0.3316586359924584,0.0091218997647739,0.910669897678838,0.9518661784913244,0.2846908155086504,0.1526801417241237,0.365133181832977
P70677,CASP3_MOUSE,0.0912890199130679,0.1184677465210368,0.1249426093162897,-0.3759810802558734,0.3644978775898148,0.5453340339134438,0.0767712336205268,0.8305976620293964,0.9394365575658082
P70694,AKR1C6_MOUSE,,0.104457517006567,0.6336208235150693,,,,2.600703433541658,0.0237941306622356,0.1109703079290931
P70697,UROD_MOUSE,0.3235145021401252,0.2799261358984118,0.3005046868781146,0.2087841916724931,0.5113127163699583,0.6791971750647099,0.1023412988905033,0.7952875085368307,0.9205990954931248
P70698,CTPS1_MOUSE,0.1324430860419912,,0.0805708848267341,,,,,,
P70699,GAA_MOUSE,,,0.2261194155618357,,,,,,
P70704,ATP8A1_MOUSE,0.2790211182576129,,,,,,,,
P80313,CCT7_MOUSE,0.1649453127197393,0.1358389296114493,0.1158996381843346,0.2800907853166275,0.0121687999959576,0.0493520800824932,-0.2290209333035304,0.0005619912321132,0.0075236153536121
P80314,CCT2_MOUSE,0.1578110745083527,0.1416623134197858,0.1546019805989506,0.1557424435322099,0.0427292186373844,0.125960976055039,0.1261027941233068,0.1911751679284185,0.4190747209766013
P80315,CCT4_MOUSE,0.1311800728887529,0.113178595601947,0.1243832941365275,0.2129474410955113,0.1540068826581831,0.3113349242153412,0.1361915900776614,0.9887073779731826,1.0
P80316,CCT5_MOUSE,0.1135710526535441,0.1334939663902365,0.1429186467346676,-0.2331793739460731,0.2258083146610009,0.4052938076601444,0.0984196215354549,0.4324112751250129,0.683086018573833
P80317,CCT6A_MOUSE,0.1510152518730931,0.1489205012031953,0.1337863142065589,0.0201518859230734,0.1669246434200164,0.3303255458751954,-0.1546118350914324,0.0932595912557528,0.268915201309151
P80318,CCT3_MOUSE,0.1293744604004264,0.1165211409339098,0.1177796375138316,0.1509611123600292,0.0630677437855135,0.164765584939629,0.0154984054929011,0.9353046509707624,0.9857172686593704
P81117,NUCB2_MOUSE,0.3286068334698347,0.3780904016483608,0.2646782912276785,-0.2023687431246486,0.0617733265476519,0.1629246659186865,-0.514491354358632,7.575252048675339e-05,0.0014913571881638
P81270,ERG_MOUSE,,1.4317830631573156,,,,,,,
P82198,TGFBI_MOUSE,0.1558939419251315,0.1239343870906432,0.1087541891023833,0.3309883294965905,0.1090253520453365,0.2431761931072394,-0.1885055629643744,0.3664544218970462,0.622794381442467
P82343,RENBP_MOUSE,0.1044012627684574,0.0946459870840121,0.0735690531331876,0.1415259187015191,0.7697930341109762,0.8620105614054994,-0.3634423147389513,0.2665379088834267,0.515883493282243
P82347,SGCD_MOUSE,0.0388208889115289,0.1587257945256475,,-2.0316315415352806,0.015196500364251,0.0587968369046079,,,
P82349,SGCB_MOUSE,0.106162611229808,,,,,,,,
P83741,WNK1_MOUSE,0.3470436227346937,0.2858831586140608,0.2650887069988407,0.2796913850101269,0.2614843861656598,0.4436040698084436,-0.1089504217656535,0.3067397650192537,0.5595740157777542
P83870,PHF5A_MOUSE,0.2391851483831816,0.6559821027620496,0.2825157954130395,-1.4555286424625682,1.0472697589609471e-06,2.7055843142920212e-05,-1.2153249235271253,0.0170437514106232,0.0900004430923497
P83882,RPL36A_MOUSE,1.5793740890149877,0.8674496198915412,1.170652636447408,0.864501051242316,0.0003000167937888,0.0026952474810137,0.4324611778408595,0.0224351391882473,0.1059950231203762
P83917,CBX1_MOUSE,0.1562662172209142,0.0945394604949833,0.1124222978985155,0.7250173827758233,0.0311485630971836,0.1007874117572579,0.2499396719877952,0.4830400027154976,0.7253701613311295
P83940,ELOC_MOUSE,0.2328547109174716,0.206461755883375,0.2041776762991478,0.1735555022602901,0.4947064629525707,0.6668578081131408,-0.0160494293282416,0.8501188031003852,0.9469305324946486
P84084,ARF5_MOUSE,0.0988374800640352,0.0861935677337471,0.3955742155899004,0.1974780175181881,0.0069057561502278,0.0325715455784507,2.198296274945717,0.0092885641403319,0.0590679260705197
P84089,ERH_MOUSE,1.884173030309796,0.8751505745276505,1.0712152267376511,1.1063282917241737,1.3742978188327945e-08,6.534885715348403e-07,0.2916452059139595,0.0446019833804721,0.167973295047381
P84091,AP2M1_MOUSE,0.0978725896667968,0.0878742345517312,0.101677728325009,0.1554646559022832,0.1845910205487384,0.3550077013015303,0.2104915808148872,0.360760048828372,0.6171854530195114
P84096,RHOG_MOUSE,0.3196409004015943,0.1519601207394625,0.2656156630640638,1.072759260102393,0.0033350525880017,0.0188012157065872,0.8056474599310156,0.0214555670871506,0.1032048055103899
P84099,RPL19_MOUSE,1.317939039781131,0.5644656336067563,1.178026520337326,1.2233259880805216,0.000314046238034,0.002784826235107,1.0614143651242876,7.297935010027068e-05,0.0014677971788916
P84104,SRSF3_MOUSE,0.135209586153856,0.13852383935578,0.1519293786462659,-0.0349368391115409,0.6908530086941519,0.8165305192815246,0.1332665921077862,0.3612241584506414,0.6173230705757642
P85094,ISOC2A_MOUSE,0.0762974586735488,0.0800789814278683,0.0632350724348877,-0.0697886194240526,0.8255658628818565,0.8960243453904635,-0.3406986730935402,0.4117086646723183,0.6624392414577602
P97290,SERPING1_MOUSE,0.7051514729561297,0.3431499586518344,0.900229083736288,1.0390940139878018,8.936613927825059e-05,0.0010662192835343,1.3914529938389482,0.0010103506388356,0.0115294622545149
P97298,SERPINF1_MOUSE,,,0.295763159565786,,,,,,
P97300,NPTN_MOUSE,0.1810330216016708,0.0559223279625895,0.2476028867574819,1.6947565539740763,0.0002490594506621,0.00231491234454,2.146531810466446,0.0005979915474796,0.0078544359175076
P97304,POLR1D_MOUSE,,,0.2652881058948071,,,,,,
P97310,MCM2_MOUSE,,,0.2212390636825239,,,,,,
P97311,MCM6_MOUSE,0.3950153098325217,0.4919650572438854,0.1903063410216673,-0.3166472793139343,0.5006232302919964,0.670751788040678,-1.3702322159170357,0.0227270268003904,0.106752809821972
P97314,CSRP2_MOUSE,0.1611105952731231,0.3176493770421501,0.388626985183649,-0.9793838152764744,0.0675675097247379,0.1736014090891662,0.2909508913561869,0.8746648880625967,0.9580230121802028
P97315,CSRP1_MOUSE,0.1160151644706857,0.1052237452747042,0.1636570702981952,0.1408530873719663,0.4769814816969824,0.652322702418143,0.637215624338209,3.0993957411411386e-06,0.0001120657920785
P97333,NRP1_MOUSE,0.3391491300153484,0.2611267364579203,0.2374322986543602,0.3771696109633783,0.131261754641845,0.2787506906018728,-0.1372339784286597,0.91396071976769,0.9771181382765536
P97351,RPS3A_MOUSE,0.152589445598151,0.1476060454608521,0.1529760744503413,0.0479033657152475,0.7910423791390251,0.8732873640495092,0.0515542215140046,0.5074046489385236,0.746947923277296
P97352,S100A13_MOUSE,0.2015198294134036,0.1575955101474284,0.1930068146378867,0.3546953725471337,0.0211411871879115,0.0751054608790795,0.2924253533234939,0.1159205396938374,0.3090574123734621
P97355,SMS_MOUSE,0.1288732235342692,0.1155258849737739,0.1102188866010454,0.1577363995986438,0.5688699345186499,0.7239962199983283,-0.0678446824856008,0.8330555311690413,0.939904833808919
P97361,BPIFA1_MOUSE,0.4286363370789445,0.4453187915209172,0.4205712330701441,-0.0550843340123436,0.8813117631845759,0.9326928652503996,-0.0824883181840394,0.7924808153839589,0.9199867474406852
P97363,SPTLC2_MOUSE,0.403029497129603,0.3250294073095121,,0.3103151782263518,0.678270453651671,0.807797326929568,,,
P97369,NCF4_MOUSE,0.2107708556369402,,0.1777535278186962,,,,,,
P97370,ATP1B3_MOUSE,0.0799352629584577,0.0650388608007044,,0.2975300919157942,0.4333769560016589,0.6094881003621622,,,
P97371,PSME1_MOUSE,0.1439438243777173,0.147058275030634,0.1649188483467335,-0.030882073282508,0.9634161797245722,0.9820877481528402,0.1653683242536967,0.0991155716776359,0.2800297714298792
P97372,PSME2_MOUSE,0.1628437327797074,0.1315716883676814,0.183268848835985,0.3076391141452641,0.024834831984161,0.0847898894277133,0.4781125013501645,0.0021086487035743,0.0199577397885356
P97376,FRG1_MOUSE,0.3196038013197886,,0.2513862659216592,,,,,,
P97377,CDK2_MOUSE,0.2774086750510986,,0.408832415217631,,,,,,
P97379,G3BP2_MOUSE,0.1939904165617026,0.3683621372555818,0.3698600096201782,-0.9251393964055666,0.0148807670356983,0.0577796409989661,0.0058545412298426,0.5811818970875835,0.7972051768234628
P97384,ANXA11_MOUSE,0.0931827236092468,0.1145014366040002,0.126605497658171,-0.2972312950907305,0.0112537747434722,0.0470364776220794,0.1449743536872243,0.4969049480787226,0.7372245841020422
P97390,VPS45_MOUSE,0.0893708757234331,0.104129889820587,0.1198989432535741,-0.2205075783837594,0.1473663358584098,0.3005314380945156,0.203434698918392,0.9453326233827142,0.9892944331855524
P97426,EAR1_MOUSE,0.3598809534302832,,0.1947774106370922,,,,,,
P97429,ANXA4_MOUSE,0.128878644396148,0.101341630499814,0.1017070281552978,0.3467862784339898,0.0002258661869141,0.0021732168893409,0.005192429815213,0.3183169516349602,0.5719396707768297
P97434,MPRIP_MOUSE,0.090002169616026,0.0862240691937735,0.0910390397594698,0.0618691302623663,0.2054962228568584,0.3815693872061984,0.0783946912135289,0.2809073106733931,0.5329951213130772
P97447,FHL1_MOUSE,0.2015327666753719,0.2334409584566875,0.2249775965475845,-0.2120432900005281,0.0884079880203026,0.2093329381756785,-0.0532763679187348,0.5722116672824353,0.7918666685318119
P97449,ANPEP_MOUSE,0.134379273671675,0.1834004541734689,0.1953965593663949,-0.4486865740879271,0.935752284078902,0.9676026612237244,0.0914078522518887,0.2108478311415176,0.4440499480454212
P97450,ATP5PF_MOUSE,0.0834374282568387,,,,,,,,
P97461,RPS5_MOUSE,0.1304491332574605,0.119230920494486,0.1559405565339829,0.1297289359565271,0.6790106685072312,0.808357766100227,0.3872377659273695,0.7768966976754841,0.9137622708770862
P97465,DOK1_MOUSE,,,0.2029079913056476,,,,,,
P97471,SMAD4_MOUSE,0.2560040481234079,,,,,,,,
P97473,TARBP2_MOUSE,,0.1733775063835216,,,,,,,
P97493,TXN2_MOUSE,0.1560767279307036,0.0991962972971583,0.1762898491747917,0.6538972627946789,0.1420097220082373,0.2935941385690149,0.8295912309999464,0.0238563785253473,0.1110996036100834
P97494,GCLC_MOUSE,0.0662085205764271,0.126335282583384,0.164362554301388,-0.9321688085334978,9.606686071626906e-07,2.501550555635546e-05,0.3796240487640389,0.0285151896344544,0.1252573149155605
P97496,SMARCC1_MOUSE,0.229412927493918,,,,,,,,
P97501,FMO3_MOUSE,0.1195269414335395,0.1932641154913701,0.072077179256741,-0.6932379495075001,0.0388041491810408,0.1182139400770611,-1.422959331123747,0.0025499487425591,0.0231147466297334
P97742,CPT1A_MOUSE,0.1899236865514716,,0.1565741734281209,,,,,,
P97760,POLR2C_MOUSE,0.1875704935786692,,,,,,,,
P97765,WBP2_MOUSE,0.4358264194229853,0.6668957856405298,0.4877192382265725,-0.6137076781567533,0.0320986771044465,0.1034535948719932,-0.4514104511750904,0.180025687094974,0.4054042414776951
P97792,CXADR_MOUSE,0.2580251813431021,0.1868340426155711,0.2821347031851223,0.465754519594965,0.0003572004890061,0.003092281805882,0.5946267822259389,0.0007402640879671,0.0090922512789249
P97797,SIRPA_MOUSE,0.347248584825159,0.2064360742514486,0.3462035801207468,0.7502737140805096,0.0992267582140608,0.2268731663416958,0.7459255432268933,0.0274959473608102,0.122044080837362
P97807,FH_MOUSE,0.0671894293331621,0.0644802429382248,0.0707433115417694,0.0593770975006624,0.6622384841071068,0.7992504884551044,0.1337365747111118,0.3513240504099509,0.606966171409047
P97814,PSTPIP1_MOUSE,0.4249355034055213,0.4453640303083727,0.4414313944797635,-0.0677411579930575,0.9143470799321288,0.9544934041544114,-0.0127958066586579,0.977058418082024,1.0
P97816,S100G_MOUSE,0.5112817936998675,0.3991091040852099,0.3672950575936037,0.3573354652554785,0.0022435313251866,0.0135812292950873,-0.1198437056026244,0.2471910780303352,0.4916910537817221
P97820,MAP4K4_MOUSE,0.3044854878500923,0.1609783274446009,0.2341434842986445,0.9195069981709532,0.0038507489943131,0.0208143450582231,0.5405264205530862,0.1696781400872222,0.3914152364162589
P97821,CTSC_MOUSE,0.3632089167727182,0.3107534125339368,0.2710377164530105,0.2250293869035711,0.1128037848853516,0.2495679151779087,-0.1972766094591098,0.3077948631334648,0.5608231257098094
P97822,ANP32E_MOUSE,0.2524398509721201,0.2219655721379517,0.2626127786166911,0.1856037513935283,0.1143765897586031,0.2514361968062161,0.2426011933990464,0.2439285228659177,0.4884642106922982
P97823,LYPLA1_MOUSE,0.1392733587884504,0.1510630711256525,0.1791339374442564,-0.1172317071843553,0.1685188970123015,0.3322779453710103,0.2458876635672916,0.7701166642965223,0.9091105743603112
P97825,JPT1_MOUSE,0.5424250302842165,,,,,,,,
P97855,G3BP1_MOUSE,0.2161933443728418,0.1789159739707203,0.1987955454244166,0.2730399098252293,0.003149514348298,0.0180027118062126,0.1520032298095211,0.9640329407977952,0.997189972191355
P97863,NFIB_MOUSE,0.3378767582212654,0.1924345989859114,0.1509311487234823,0.8121289008451817,1.1717705272420998e-05,0.0001941706616101,-0.3504776376156552,0.1270212663581709,0.3267421543889641
P97864,CASP7_MOUSE,0.4369432575902398,0.380534467926775,0.3661193085757608,0.1994188047398964,0.0887261545063624,0.2098850129310564,-0.0557132744155293,0.7480530907498353,0.892229372139722
P97872,FMO5_MOUSE,0.1157789802254164,,0.1812904800435981,,,,,,
P97873,LOXL1_MOUSE,0.0368631736166065,0.1439958528455139,0.3456104032793411,-1.965775076281356,0.1663802728035995,0.3296459390510931,1.2631193830632623,1.177417359103252e-10,1.4572804083054864e-08
P97927,LAMA4_MOUSE,0.0474188911864158,0.0511106169536399,0.0446360890006864,-0.108161078002034,0.1704103246009827,0.3348001646801343,-0.1954123818974548,0.0563088722886328,0.1920344348268647
P98078,DAB2_MOUSE,0.7625737787567888,0.4522872317173416,0.4040590619077582,0.75363765599556,0.0036773611111265,0.0201762906448262,-0.1626730793318538,0.3467815198943693,0.6028865105456945
P98083,SHC1_MOUSE,0.5263522828633154,,0.3895244645981954,,,,,,
P98086,C1QA_MOUSE,0.1216646466790866,0.7107841053840197,0.7307237955545277,-2.5465014095256677,,,0.03991476849685,0.9429202744735669,0.9880482078082778
P98197,ATP11A_MOUSE,,0.6923324589921995,,,,,,,
P98203,ARVCF_MOUSE,0.1979937096324479,0.206233402734381,0.1766054872287776,-0.0588234228929255,0.7260421239611387,0.8366276870887837,-0.223747849717616,0.571561986091599,0.7917261293786314
P99024,TUBB5_MOUSE,0.0784415089681413,0.0513270924565096,0.0792120489692425,0.6118967506960256,5.816279655163393e-07,1.6451046162578526e-05,0.6259993577650995,6.30046689300821e-05,0.0013013239818588
P99026,PSMB4_MOUSE,0.0743104569677623,0.0528929500393597,0.0650814896854769,0.4904897989324143,0.0089245160414106,0.0396229189876432,0.2991718318486238,0.5502982417337399,0.7754129155338071
P99027,RPLP2_MOUSE,0.190356847538269,0.1718798310028692,0.2017534140215328,0.1473062038980101,0.0264291307421814,0.0893958535722651,0.231192822912967,0.0216604480665093,0.1039399622877068
P99028,UQCRH_MOUSE,0.086291515518731,0.0985991821415753,0.1261151514873133,-0.192356964221996,0.6572420464913354,0.795723673261281,0.3550940266807849,0.4355922557098997,0.6841073103340445
P99029,PRDX5_MOUSE,0.0830399569582277,0.0843480658503462,0.1004049461793644,-0.0225492911556511,0.6999262874834296,0.8218976745399678,0.2514034493486072,0.038441430261751,0.1536702143879689
Q00519,XDH_MOUSE,0.1389079239389625,0.1224477521777557,0.1570387519718664,0.18196260952874,0.0071913901843073,0.0332791977358426,0.358954322470086,0.0130868047388242,0.0761543176302646
Q00560,IL6ST_MOUSE,,1.0945763134442426,,,,,,,
Q00612,G6PDX_MOUSE,0.0906587418248031,0.0947387061485906,0.1357406317651577,-0.0635078296617152,0.4225452281760545,0.6007674519574145,0.5188267586502393,0.0002180021614502,0.0034388772330728
Q00623,APOA1_MOUSE,0.8717643914935073,0.6787748240028929,0.3255178371124171,0.3610052200756401,0.0013241079173934,0.0087588670906609,-1.060196456167675,1.7134105681881454e-08,1.4137833867767826e-06
Q00724,RBP4_MOUSE,1.1493971827399232,0.7128353735338379,0.6227501193707513,0.6892365825097118,,,-0.1949155375058913,0.7230101845290052,0.8803634746757001
Q00731,VEGFA_MOUSE,1.0833277286576593,0.9328810748748844,0.9621957808802448,0.2157046726382279,0.1603189030004772,0.3211271799417373,0.0446372975798127,0.8550440036783369,0.949867724732925
Q00780,COL8A1_MOUSE,0.3733445218647148,,,,,,,,
Q00896,SERPINA1C_MOUSE,0.477830198314094,,,,,,,,
Q00897,SERPINA1D_MOUSE,0.1972813117869906,0.1665456170161209,0.1707854243252735,0.2443369107477886,0.1924528878014678,0.3649395956647742,0.036267466384191,0.8684242705845832,0.9544763314189106
Q00898,SERPINA1E_MOUSE,0.6744378208739231,0.4864054232547243,0.6191281352788989,0.4715261270365348,0.0626943956981542,0.1640353367509122,0.3480787072892745,0.1219359569795759,0.317099579580207
Q00899,YY1_MOUSE,0.3677897462489282,0.2304832014362124,0.3325013438203919,0.6742196539260691,0.0884034459144314,0.2093329381756785,0.5286985664106074,0.2905298514190665,0.5410898579902571
Q00915,RBP1_MOUSE,0.2178342462625304,0.1360137224385417,0.1903874576330215,0.6794785690829195,0.0005595126574907,0.004402304626444,0.4851862272747204,0.0470382759145382,0.1724022458917813
Q00PI9,HNRNPUL2_MOUSE,0.1234872137012005,0.1076012088657852,0.0982017145030548,0.1986673816322731,0.1732641789087721,0.338784130512325,-0.1318741683359991,0.7793322159120875,0.9151313210377636
Q01063,PDE4D_MOUSE,0.2285612494043815,,0.1258922732419611,,,,,,
Q01147,CREB1_MOUSE,,,0.2052719997367628,,,,,,
Q01149,COL1A2_MOUSE,0.0488120982858452,0.021839661141994,0.0457201427444407,1.1602882982183669,0.044279688385773,0.1286817162034733,1.065879435864399,0.2360151505879785,0.4783087149552749
Q01279,EGFR_MOUSE,0.5144519316596938,0.468917830540373,0.3742610908367981,0.1337011453399366,0.4483460485065074,0.6249037320092824,-0.3252900687167517,0.2488615070981138,0.4934296548624339
Q01339,APOH_MOUSE,0.6369238003397519,0.5826484812767045,0.5429658089943664,0.128495032191426,0.0277528972064327,0.0925393420996721,-0.1017643976991818,0.5777179035451234,0.7938070937695163
Q01405,SEC23A_MOUSE,0.1159024586740856,0.1093581732648302,0.1074169794670721,0.0838501217317926,0.3213597769791636,0.5064318636518557,-0.0258389902367574,0.9735442705165708,1.0
Q01730,RSU1_MOUSE,0.0805532069176985,0.0681870899444174,0.0901485877710333,0.24044340990691,0.0613981460901526,0.1625076459406445,0.4028062756443512,0.0494369438741059,0.1779508785088065
Q01768,NME2_MOUSE,0.0966718745342113,0.0897694016662064,0.0954906693338672,0.1068724375872991,0.0998987797417493,0.2279331685206396,0.0891359909930456,0.845157489336307,0.9465484254598584
Q01853,VCP_MOUSE,0.0869652336246384,0.106052664835358,0.1415118300988588,-0.2862702021814407,2.9609788485739957e-06,6.520115169242468e-05,0.4161417918431036,7.288696281287675e-12,1.3797073313637492e-09
Q02013,AQP1_MOUSE,0.6579681950379085,,0.7438083693432714,,,,,,
Q02053,UBA1_MOUSE,0.1013878700279618,0.1141434256871342,0.1274361378137123,-0.1709627074596657,0.5383399315109907,0.7005396563279042,0.1589266819892213,0.0071981785413942,0.0494474441456111
Q02248,CTNNB1_MOUSE,0.1302231534510895,0.0876082035371303,0.1644364293684738,0.571848106325809,0.0162098656380254,0.0617428108953151,0.9083920764948992,0.0040134256110863,0.0321273721802884
Q02257,JUP_MOUSE,0.4532876407825675,0.3828989523627258,0.3697227079157921,0.2434631127470012,0.040299646456561,0.1208621023985163,-0.050520058074433,0.7165824139209331,0.8761254589656394
Q02357,ANK1_MOUSE,0.0406540204860716,0.0683246091453913,0.0766617919126294,-0.7490072668372403,0.0337349238666235,0.1073562417132801,0.1661024187036713,0.5095916369924685,0.748797209060166
Q02496,MUC1_MOUSE,0.3477956284126275,,,,,,,,
Q02526,ZFP41_MOUSE,0.2945746447629475,,0.4110200337426757,,,,,,
Q02566,MYH6_MOUSE,0.1026803995565843,0.0883453084791859,,0.2169353864137584,0.1166037142138613,0.2557331459463095,,,
Q02614,SAP30BP_MOUSE,0.7136818391255473,0.3615927338298443,,0.980915373838736,0.006396235392879,0.0306365668964029,,,
Q02788,COL6A2_MOUSE,0.3229881443002884,0.217955056801601,0.1701362171239237,0.5674505336720207,0.0551344173016171,0.1502458664174468,-0.3573403941074055,0.4774267573026818,0.7223127903150118
Q02819,NUCB1_MOUSE,0.8694358179005331,0.3497241928335752,0.759630040704283,1.3138619304879326,1.478620267784361e-19,8.085588497667481e-17,1.1190793594949544,2.4951849393622903e-11,3.823573873746596e-09
Q02956,PRKCZ_MOUSE,0.0854748418035423,0.0563084062023727,0.0960392561779034,0.6021495312402543,0.1598642826473798,0.3208041048110417,0.7702739136803778,0.0996282676547614,0.2807388487854836
Q03137,EPHA4_MOUSE,0.3393971649185305,,,,,,,,
Q03141,MARK3_MOUSE,0.1683327969641531,0.1015901229286349,,0.728556146897007,0.1709446711461554,0.3351233655047027,,,
Q03145,EPHA2_MOUSE,0.2473686408903154,,,,,,,,
Q03173,ENAH_MOUSE,0.3832395257710249,0.4712375246834956,0.0634906951628925,-0.2982080632039854,0.4990063571354105,0.6699017421281841,-2.8918373464039018,0.0003831346273136,0.0055537262643929
Q03249,GALT_MOUSE,0.1497030642690345,0.1112443639212327,0.1122115228287397,0.4283715068918122,0.0344406293338607,0.1088629141082822,0.0124885863864521,0.6556691039984746,0.8359521302167555
Q03265,ATP5F1A_MOUSE,0.0866401225876119,0.0721177781094184,0.0783758857309213,0.2646803350410142,5.59584784423838e-06,0.0001055171079134,0.1200548928119214,0.2114922570377407,0.4442207139402426
Q03734,SERPINA3M_MOUSE,0.6505015435938035,0.4797441161796001,0.3110361952687589,0.4392873677598696,0.0042365900595304,0.0223836585914964,-0.625182636114388,0.1044487008350482,0.2886991572451987
Q03958,PFDN6_MOUSE,0.1400289336503839,0.0996967038247992,0.1586219680833642,0.4901072445056302,0.3576573800587099,0.5385377989778005,0.669974876407375,0.077236439543778,0.2372188496445741
Q03963,EIF2AK2_MOUSE,0.4718972168408533,0.3035965373271829,0.5082623938681589,0.6363173265846012,0.0533908454205198,0.1465902626148331,0.7434181541273874,0.0332507078590752,0.1400533742022306
Q04207,RELA_MOUSE,,0.2233254127670465,,,,,,,
Q04447,CKB_MOUSE,0.1185303428443271,0.1053093496203195,0.122097777881266,0.1706228970674893,0.041162201086047,0.1226641069603274,0.2134034162069293,0.0734386898693043,0.228776092932644
Q04750,TOP1_MOUSE,0.2053324764608776,0.223440355917828,0.119095965786425,-0.1219279470947945,0.6989147848002977,0.8216192794445635,-0.9077652320983932,0.0034319001972787,0.0285017256299383
Q04857,COL6A1_MOUSE,0.1197458452711085,0.5845289093823619,0.1038692273186987,-2.2872987779627456,5.501645703559149e-16,1.2033933035585046e-13,-2.492506079342345,7.324323692547662e-16,3.367096234659768e-13
Q05117,ACP5_MOUSE,,,0.5060280678294583,,,,,,
Q05144,RAC2_MOUSE,0.3986318470786757,0.3101661013117844,0.3650941915321528,0.3620159531697929,0.1016034829339189,0.2307436358524671,0.2352276964964394,0.352501693860232,0.6082308047411402
Q05186,RCN1_MOUSE,0.2088425734935827,0.1777224793048962,0.2249692598372128,0.2327896689153833,0.0856461199400716,0.2051130799440694,0.3401017099140523,0.051439974349274,0.1825069872722864
Q05512,MARK2_MOUSE,0.3891893232721563,0.440497591125895,0.5173490593671342,-0.1786619968980138,0.6287798892090475,0.7720908744367083,0.2320038766986384,0.4212243353041024,0.6717384492284969
Q05793,HSPG2_MOUSE,0.0499163285693994,0.2313311911582344,0.3080102953324992,-2.2123760719385186,2.102496117080729e-07,6.96796945468876e-06,0.4130187717346852,0.4634700997595216,0.7078532420627149
Q05816,FABP5_MOUSE,0.1863390245946155,0.1845336996514484,0.2210758823982188,0.0140455403937406,0.5615977127594353,0.7186435630123663,0.2606573411532625,0.9076407714591678,0.9740430406127824
Q05895,THBS3_MOUSE,,0.5879683084523183,1.2879952908253314,,,,1.131317017803405,4.590411930252683e-07,2.382571869605344e-05
