Protein.Group,Genes,Oxy8vs21_Log2FC,Oxy8vs21_pval,Oxy8vs21_FDR,Oxy60vs21_Log2FC,Oxy60vs21_pval,Oxy60vs21_FDR
P51885,LUM_MOUSE,-0.3109808525674988,0.87142203559157,0.9270873490065837,0.1834445323342809,0.24484241388084438,0.48962894355580905
P51912,SLC1A5_MOUSE,0.5464287063782661,0.011555414972079717,0.04768970631873403,-0.7580623579642501,0.04899021778431889,0.17753437030398445
P51949,MNAT1_MOUSE,-0.8310646931749207,0.1401447911791627,0.2910094758154928,,,
P52196,TST_MOUSE,-0.14152855730604494,0.2470059764776723,0.42992486124055956,0.6145205920372164,1.0156908325475685e-06,4.368800043103308e-05
P52430,PON1_MOUSE,0.5484179811990826,0.0034121553502299627,0.01918444682724138,0.6785642395675435,0.006683470184136068,0.04685709597505417
P52432,POLR1C_MOUSE,,,,-0.06975751722961374,0.8657637943100038,0.9541191404416413
P52480,PKM_MOUSE,-0.02348421510591013,0.3757000528930149,0.5561561898974035,0.05028875545451729,0.24833376810692698,0.49289509360042094
P52503,NDUFS6_MOUSE,-0.4112173104587687,0.08239676540780362,0.1986361405606199,0.9468346419764182,0.03956749206026559,0.1552782798169935
P52760,RIDA_MOUSE,-0.05473978003203852,0.9257252656958809,0.9602879861210106,0.8981035477457898,0.0010855214307121965,0.012171456320668461
P52795,EFNB1_MOUSE,0.2853815444532405,0.06903402720078163,0.1765398622336434,-0.651537081131619,0.02231971445114566,0.1059950231203762
P52825,CPT2_MOUSE,-1.4409102017995397,0.005499300932012336,0.027442963538587627,1.008221277548928,0.11932958996433866,0.31296057090891755
P52840,SULT1A1_MOUSE,,,,0.00987831268082639,0.9948322828055072,1.0
P52850,NDST2_MOUSE,-0.05133228882846094,0.9226510548881814,0.9589456181759941,,,
P52927,HMGA2_MOUSE,0.9043029671145396,,,,,
P53026,RPL10A_MOUSE,-0.23271980625774033,0.05309735006703582,0.1460288395389309,0.1850954143591029,0.7840075685351595,0.9161453489759757
P53395,DBT_MOUSE,0.7432189703441179,0.000711291151703455,0.005244373637615811,-0.0139363170158129,0.3819891864246323,0.6365827042539963
P53564,CUX1_MOUSE,-0.431917938668049,0.27712401330825853,0.4596784063015148,0.44980825420524323,0.33520557771048953,0.5897712132708339
P53810,PITPNA_MOUSE,0.47396161806105197,0.00011481850026296858,0.0012908095138435684,0.5713514371011253,0.0026015126698948577,0.023253920060449452
P53811,PITPNB_MOUSE,0.20125242213217986,0.20077027399177327,0.37561222328660687,-0.3902108018103629,0.19708144332442434,0.42535753495506207
P53994,RAB2A_MOUSE,0.26217306711190463,0.012302512592253153,0.0497100293290426,-0.2638731626781195,0.20019773867494373,0.43006430110545324
P53995,ANAPC1_MOUSE,0.27008279896227394,0.46742234568210994,0.6438340538131834,,,
P53996,CNBP_MOUSE,-0.42950629163949855,0.07258687952853662,0.18277632519810336,-0.5795910304138601,0.0008043459044646368,0.00962224951883718
P54071,IDH2_MOUSE,0.17795448897739158,0.048368742421362444,0.13666853223225245,0.31812644426211845,0.0822746139069769,0.24627832483996953
P54103,DNAJC2_MOUSE,0.08456225956109613,0.8240818943194641,0.8955929229822851,-0.014729118767139466,0.9696585846726009,0.9995166935213556
P54116,STOM_MOUSE,-0.3453796069055294,0.11365010772455654,0.25058175912775804,0.7634908910834001,0.0733532410151064,0.22877609293264403
P54227,STMN1_MOUSE,0.19110258237679847,0.2080348722193751,0.3832902286437113,-0.01311900829096031,0.9372388643248546,0.9865994980037233
P54310,LIPE_MOUSE,0.20839312922318848,0.5507106373637514,0.7103786706533332,-0.07825140730635345,0.9283317620364832,0.9836587455493588
P54320,ELN_MOUSE,-3.084297430301217,0.0307640349495695,0.10003647043561698,-3.5327967817377854,0.051350477454222034,0.18239054795550386
P54726,RAD23A_MOUSE,-2.1728286191989583,0.0003038037579840304,0.0027160221524403375,-0.2666593401707886,0.5707087851100499,0.791692868188636
P54728,RAD23B_MOUSE,0.08076607703507187,0.3299652248714724,0.5150587639529043,0.5048401772702795,0.03886047809393478,0.15457727874694946
P54775,PSMC4_MOUSE,-0.039337708261127,0.94416328794456,0.9717063198701698,0.48181009456477,0.6180098118752189,0.8160733272832371
P54823,DDX6_MOUSE,-0.3484881460313441,0.08774139663466014,0.2087410940912209,-0.342615211440608,0.006483754970868099,0.04595754074064658
P54869,HMGCS2_MOUSE,0.8240110440060038,0.07279986650200342,0.1830316950138492,,,
P55002,MFAP2_MOUSE,0.132989534810698,0.3986452328915504,0.5792537684309906,0.3245639517136381,0.006752042172134947,0.04723493849984839
P55012,SLC12A2_MOUSE,-1.5537055473596508,0.01386870591181078,0.05436466439265373,-0.9778814000592415,0.022757124778705035,0.10675280982197201
P55065,PLTP_MOUSE,0.563407256863544,0.13377020911795057,0.28197507640835967,0.5584965812929471,0.08362573790879442,0.24824821257944654
P55096,ABCD3_MOUSE,0.008677355810203909,0.6095158957369734,0.7569347668103746,0.33329134453783793,0.002860103222051604,0.0247414305606507
P55194,SH3BP1_MOUSE,0.5959849770158552,0.009280813384944575,0.040709022347597795,-0.0843260588662222,0.5138412589098688,0.7508628290404198
P55258,RAB8A_MOUSE,0.7130477517490217,0.0053811250754652595,0.027037475302605692,0.31622649999161234,0.3000429956160384,0.5514033855754717
P55264,ADK_MOUSE,0.17460703815150574,0.2745874356298371,0.4567915681664793,0.3051397396276804,0.06595916908560978,0.21440061223989118
P55284,CDH5_MOUSE,0.3542290753154576,0.01985474963955389,0.07163575991393221,-0.468581044669401,0.010908115464827488,0.06623078408644313
P55302,LRPAP1_MOUSE,-0.27060722992818503,0.700153611807135,0.8218976745399678,-0.06783580941870478,0.25977490615636334,0.5081797252347582
P55772,ENTPD1_MOUSE,-0.08198740676923609,0.43643117018192745,0.6118877678024647,0.8177719263728904,0.00011298427445678099,0.0020199077511217846
P55821,STMN2_MOUSE,1.377101710554082,1.4363198420681862e-05,0.00023100810793263328,0.6582431419322238,0.008216586482232589,0.05451747484499891
P55937,GOLGA3_MOUSE,-0.018470095734765813,0.9752106801293872,0.9875513091063332,0.11089989710761283,0.8199271456783236,0.933000549785306
P56135,ATP5MF_MOUSE,0.3305271158909009,0.002876184032718896,0.016672720514753884,0.17694101805561818,0.2366934180951048,0.47892096735304174
P56212,ARPP19_MOUSE,0.5788444068197691,0.14149104987332936,0.2928909366778509,0.4761117612871193,0.8319128924740002,0.9394365575658082
P56213,GFER_MOUSE,0.8793508183945401,0.02702087326562044,0.090928702753334,0.4725212305448176,0.19840890805263156,0.4276489391248281
P56375,ACYP2_MOUSE,0.2527889179337796,0.309024641095451,0.4930772149610796,0.5425659792759017,0.5304317157916938,0.7607105306668801
P56376,ACYP1_MOUSE,-0.048539985644304194,0.8908101215291796,0.9388846799669895,0.5264173390244864,0.17908533721681363,0.40441867730786407
P56380,NUDT2_MOUSE,,,,-0.5055185892378968,0.6343868662774763,0.8247478617000534
P56389,CDA_MOUSE,0.7767146913696161,0.23693440673385968,0.4194625705693742,1.1365527343955826,0.19917006533532844,0.42871523093584407
P56391,COX6B1_MOUSE,0.11820599643121811,0.1872345752471476,0.35900657867620844,0.27756744397009425,0.06771357249604039,0.2173388286999841
P56392,COX7A1_MOUSE,-0.44577114379686245,0.387158566343468,0.5684655432209472,,,
P56394,COX17_MOUSE,0.394214091789698,0.001476279078229626,0.00962956591584772,-0.020086758174806905,0.9338277297993861,0.9851068574200446
P56395,CYB5A_MOUSE,-0.4623044316874959,2.3786215524889685e-05,0.00034840434436233505,0.41615823666768903,0.014844737002447818,0.08193887422620426
P56399,USP5_MOUSE,-0.13498635125423683,0.39158480137326157,0.5730551888071682,0.20867189579526313,0.19489703994859142,0.42234254178758734
P56480,ATP5F1B_MOUSE,0.265036098531367,1.8147288402783347e-08,8.269618506879467e-07,-0.029045147076429564,0.5775998072661366,0.7938070937695163
P56528,CD38_MOUSE,0.06742137501380102,0.7061832163960149,0.8257259918016125,0.09768101097955173,,
P56542,DNASE2_MOUSE,-0.28988634790259205,0.6284759449511965,0.7720650029779756,-0.056382350978315,0.8989067645698561,0.9712045419837364
P56565,S100A1_MOUSE,-1.6707376957884013,0.01593937898674935,0.0610234567742411,-1.6491394855553307,0.041961635130566,0.16074661471251714
P56695,WFS1_MOUSE,0.7561119352255115,0.14022736399399394,0.2910094758154928,,,
P56812,PDCD5_MOUSE,-0.2158753010463854,0.4374293863825732,0.612289170956153,0.8402414301680784,0.002707934308226364,0.023939924735913293
P56857,CLDN18_MOUSE,0.8092510385989403,7.614920723953353e-06,0.00013578562443092908,0.46466886962090387,0.019742237597388166,0.09778204209604864
P56959,FUS_MOUSE,0.24911238392330007,0.030178086992230915,0.09845857335052229,0.29346391591932447,0.013210695447875393,0.07646046394112052
P57716,NCSTN_MOUSE,-0.814715783587438,0.0004926217104901707,0.004030652947925811,-0.04018692308198663,0.48305415032088583,0.7253701613311295
P57746,ATP6V1D_MOUSE,-0.5923659234879672,0.0018359600458547095,0.01149577272986508,-0.30087893826462725,0.10200457327324668,0.28526575759424205
P57759,ERP29_MOUSE,-0.37801786499446954,0.356551235385853,0.5371187342979723,0.09433301726169105,0.7878919441842256,0.9183036133230126
P57776,EEF1D_MOUSE,0.34641882654048284,0.0382490469708107,0.11714497867990568,0.6277120776989488,0.018297020979665245,0.09343826872353793
P57780,ACTN4_MOUSE,0.19955170460027852,5.346853824244355e-05,0.0006906703699742413,0.012307313776478942,0.6584755917586174,0.8372083975816794
P57784,SNRPA1_MOUSE,-0.16915699255901892,0.47464168933108464,0.6505028678637831,0.06901046834446338,0.5036041395024908,0.74373479619964
P58021,TM9SF2_MOUSE,-0.07645276919395368,0.7799384070512865,0.8662123863081356,-0.04215916561591699,0.893520208130878,0.9692510314604211
P58044,IDI1_MOUSE,0.663547641297497,0.032173033166723354,0.10359148363102975,0.3486152102761987,0.7777780577783892,0.9141306756504224
P58252,EEF2_MOUSE,-0.04481391771054572,0.223834625338034,0.4027803919985166,-0.3240212272501712,3.8436492386856897e-07,2.0614772083484246e-05
P58281,OPA1_MOUSE,0.6866435766190648,6.1929863654412375e-06,0.00011351501824029442,0.13147500612837446,0.7706101517498226,0.9093595410087748
P58389,PTPA_MOUSE,-0.16890886232614352,0.06976359841727811,0.17779842101460158,0.7011403769889204,0.014638849269635601,0.08122037405118511
P58404,STRN4_MOUSE,0.7366207010118733,0.027753341245375606,0.09253934209967211,,,
P58468,FAM207A_MOUSE,0.9499385934629428,0.009623705421531962,0.04187715847221003,,,
P58742,AAAS_MOUSE,-0.1907156593664777,0.8109975440642467,0.8871478271752207,-0.32866984656940446,0.6089775628543267,0.8129559141253974
P58771,TPM1_MOUSE,-0.01248490979568753,0.9811384113496482,0.9915118148076089,0.12022820821745835,0.24292365549498596,0.4867548713467402
P58774,TPM2_MOUSE,0.0645945465536781,0.5992993006594288,0.7496382026166931,0.41910186918498976,0.10451030515039453,0.2886991572451987
P58802,TBC1D10A_MOUSE,-0.3960452925944352,0.22222048434746533,0.40060736766155697,-0.4552537036773103,0.04508977470030958,0.16892987960189415
P58871,TNKS1BP1_MOUSE,0.3895396851815225,6.434673834361718e-08,2.5746542500659508e-06,0.2846136302557564,0.12757810127103048,0.3271285497132877
P59048,PDRG1_MOUSE,-0.07769064696744077,0.8398615078802322,0.9055490001166749,0.2645834398650957,0.1727671469099854,0.39740148588730023
P59222,SCARF2_MOUSE,1.1878209168444132,3.278275144189915e-06,7.076329439530994e-05,-0.6232534821373363,0.046650273426354597,0.17156637701258182
P59235,NUP43_MOUSE,0.2249697246577628,0.6466345271115588,0.7869465443075015,0.5605802056739133,0.25889056341581385,0.507129612108019
P59242,CGN_MOUSE,0.47326083499359695,0.0003189849530104056,0.002805870323933353,0.6856866907635213,4.2453118204990916e-05,0.0009421664440252466
P59325,EIF5_MOUSE,-0.32925758768186947,0.015499025359278744,0.05970573876530043,0.9130545816120746,6.0090739299058255e-12,1.2085749941523091e-09
P59383,LRRN4_MOUSE,0.19612140752947715,0.20330233506225026,0.3787819201244992,-0.015290095691728263,0.9649070307915323,0.9973091165340225
P59438,HPS5_MOUSE,0.19456555641108492,0.7270939484425192,0.8366926494855625,,,
P59672,ANKS1A_MOUSE,0.35505860188242033,1.3428985873716618e-05,0.0002190809688303733,0.04657900204345237,0.8628649131872733,0.9519023965158194
P59708,SF3B6_MOUSE,0.24873661493208735,0.14765518994463858,0.3005314380945156,-0.4952283534460752,0.036009285038033786,0.14686676711329877
P59729,RIN3_MOUSE,1.602759527356602,0.0027744050237112614,0.016197193741631047,,,
P59759,MRTFB_MOUSE,0.3300121941831928,0.06692522116466,0.1723560837058473,-0.07212364460728432,0.7164542536102999,0.8761254589656394
P59764,DOCK4_MOUSE,0.17683544234678775,0.6463303960814433,0.7868682855447924,0.2884207837556053,0.6193104740233959,0.8163055790442848
P59808,SASH1_MOUSE,-0.34265974556902806,0.012256694714965627,0.04958596221923826,-0.8347768990793156,0.0011565698471800634,0.012746033452826863
P59999,ARPC4_MOUSE,0.18255701866698604,0.012455388614884728,0.05014814824394148,0.3546560147272174,0.017824896606704936,0.0920714563087905
P60122,RUVBL1_MOUSE,0.2592871477881453,0.0020250791216462186,0.012465824761953553,-0.060566770712479824,0.29512941848027907,0.5463237283608752
P60335,PCBP1_MOUSE,0.3334548649973158,2.1856089726313692e-05,0.00032447887055219555,0.03904307172896937,0.7417011048020947,0.8902475681307149
P60670,NPLOC4_MOUSE,-0.3049183172918,0.6392493436416853,0.7802742174435898,-0.3758243337650064,0.480166646087127,0.7232542963923086
P60766,CDC42_MOUSE,0.005138133435600058,0.7379455187548288,0.8440934468203639,0.15823163047863578,0.49458001605288227,0.7356701953986976
P60824,CIRBP_MOUSE,0.21756534593056737,0.03418558654142309,0.10847476735242666,-0.05405608682356413,0.3187657634360286,0.5724264658131362
P60840,ENSA_MOUSE,0.4240905944200779,0.05116743264962717,0.1423921514193611,-0.26202697576069667,0.18762556210973647,0.4149684253396096
P60843,EIF4A1_MOUSE,0.09045308188657938,0.670749867639951,0.8034794873043736,0.013916284842734538,0.9506344699360089,0.9925832979409723
P60867,RPS20_MOUSE,-0.0049584590765952815,0.7707449061625459,0.8624877343517439,0.12300570339552515,0.7685922643862542,0.9089782825413325
P60898,POLR2I_MOUSE,0.6701206826891613,0.1394926096502341,0.28985541523757424,0.1613310469122824,0.7150112090753921,0.8751351220268118
P61021,RAB5B_MOUSE,-0.05520124620802142,0.8474692639640962,0.9116546410053114,-0.0880354508821206,0.5723685118101288,0.7918666685318119
P61022,CHP1_MOUSE,0.591528970771428,0.0002802065091619713,0.0025537709904456325,0.33584747563575873,0.3196451484733325,0.5733657122559553
P61027,RAB10_MOUSE,0.014676750563328272,0.6975244905419193,0.8211581847916379,0.023814514567072415,0.6213061919695362,0.8177355115574508
P61028,RAB8B_MOUSE,0.033221864773894424,0.8544264740273982,0.9161767867695441,0.06806335923591868,0.8126582106629311,0.9300954608944435
P61082,UBE2M_MOUSE,0.207459774840517,0.4981070800553171,0.6692421497385321,0.04791793441754494,0.18657389614546793,0.4142716031253858
P61087,UBE2K_MOUSE,-0.25158503857469244,0.7345625026707696,0.8423976131642066,0.037661824921730834,0.7476459398360169,0.892229372139722
P61089,UBE2N_MOUSE,-0.07103638293860255,0.909985205286864,0.9514536196769282,0.17335503084489257,0.3231194498532841,0.5756402152704466
P61161,ACTR2_MOUSE,0.08640698741948853,0.18998073492818535,0.3626101171026039,-0.07266189928219369,0.45182521029841005,0.6980189758714755
P61164,ACTR1A_MOUSE,-0.1596555553315643,0.5436925352309502,0.705081109918082,-0.6537636477287577,0.024417044622674678,0.11305618646872967
P61202,COPS2_MOUSE,0.3343145837360575,0.25787142184262635,0.44089428612071757,0.04453670721009439,0.5966408101568372,0.8030071631470942
P61216,TAF13_MOUSE,0.6638142627274495,0.41648250433991874,0.5969764511748682,0.3752742687486717,0.5048101431594891,0.7443916009323894
P61222,ABCE1_MOUSE,0.46740823859077707,0.3143359893890173,0.4987119831650705,0.163720007617012,0.8146511689973166,0.9310804612558654
P61226,RAP2B_MOUSE,0.0265132288737018,0.8801514841113223,0.931841568044288,-0.104369581078928,0.6335821771943615,0.8247478617000534
P61290,PSME3_MOUSE,0.0031352084076333897,0.2610165174889838,0.4432687338930414,0.12206567752801789,0.18238193349429466,0.40842384271721655
P61514,RPL37A_MOUSE,0.25398719723193836,0.1601357436320079,0.32095624609445195,1.3007362681428962,0.014414389669078006,0.08081098598448262
P61620,SEC61A1_MOUSE,0.4961236381954367,0.3551199948344609,0.5357005531272948,0.6775463615412147,0.13316634567202243,0.33636522792195306
P61750,ARF4_MOUSE,2.2505961831277688,5.065238126103346e-06,9.818859186076475e-05,2.941475490721046,3.512348666477016e-11,4.709474170301266e-09
P61759,VBP1_MOUSE,0.1022653778850528,0.996654338320374,0.9999999999999999,0.18594850501991894,0.2617298717432188,0.5104525619816231
P61922,ABAT_MOUSE,0.07639581777524752,0.8544653969871395,0.9161767867695441,0.48981551599315104,0.3618400671160146,0.6177195416335994
P61953,GNG11_MOUSE,,,,-0.13731133367980777,0.7002058552397181,0.8663062061366447
P61957,SUMO2_MOUSE,,,,0.5600691462782961,0.1935673069218775,0.42144762765534627
P61961,UFM1_MOUSE,0.3911570542871094,0.06231671995983821,0.16356892655058333,0.28694873548673083,0.20779913556154817,0.44009262717296216
P61965,WDR5_MOUSE,0.12150301823512812,0.6376405522573515,0.7786001682011054,-0.59078723973556,0.07185259839589767,0.2260231296559127
P61971,NUTF2_MOUSE,-0.10438962280462735,0.7513010013749867,0.8505930246760978,0.02521419934261181,0.953244049196725,0.9927851492592115
P61979,HNRNPK_MOUSE,0.45324500646549626,2.071645418874478e-09,1.1924681788293267e-07,0.4177182227342408,0.0014738555026875709,0.015653026427883177
P61982,YWHAG_MOUSE,0.27882593418081464,0.21892598359673388,0.3966295705029729,0.5148630796606921,0.24013973200401195,0.4826793613921989
P62046,LRCH1_MOUSE,0.22200039970216562,0.5178737882436053,0.6848625148034135,-0.33544493698397865,0.1451978839119578,0.35667693925853444
P62071,RRAS2_MOUSE,0.31690416355770545,0.8625802490552881,0.9218650805050164,0.16588156971017043,0.7347077289070808,0.8874227029779331
P62073,TIMM10_MOUSE,-0.39217864400874697,0.4833201663269099,0.6563631894530594,-0.7855892907108422,0.07746142341385312,0.23721884964457415
P62075,TIMM13_MOUSE,0.3607553320757268,0.08223312248396582,0.19845877663910705,-0.19330822416530402,0.3543831022774404,0.610495087328053
P62077,TIMM8B_MOUSE,-1.2758388604945232,0.0004602483738509422,0.003808923005235774,0.4596961614247068,0.021308747519817466,0.10280592131750016
P62082,RPS7_MOUSE,0.1684234570175936,0.4683972555777983,0.6449061668278456,-0.02729821346508709,0.2930008292880001,0.5440719380546938
P62137,PPP1CA_MOUSE,-2.0390084867563734,1.3799840291068826e-07,4.716382916145501e-06,0.6043974330524992,0.0010920787998896858,0.012202463812656281
P62192,PSMC1_MOUSE,0.021085410399705254,0.9234434038040223,0.9594103254847997,-0.08598831045432526,0.05471627418174536,0.18872129723135753
P62196,PSMC5_MOUSE,0.05371885859471337,0.6162626267382921,0.76403146309347,-0.20209674895307275,0.3581912001204466,0.6140965807072973
P62242,RPS8_MOUSE,-0.05411668364725527,0.8853946097002072,0.9355812284787053,0.03943917480737652,0.7326909911222543,0.886724185570295
P62245,RPS15A_MOUSE,-0.46947660395558327,0.05565631513812609,0.1512911101642019,-0.21185561126854802,0.4568588595804096,0.7027589914578194
P62259,YWHAE_MOUSE,0.0014978210842653541,0.4861589854631386,0.6593995995471508,0.1907597470255886,0.30974058696872564,0.5621800388411501
P62264,RPS14_MOUSE,0.22679419571832468,0.001411937662928309,0.00928370234883323,0.2082285472023703,0.023620695705303934,0.11032133349734116
P62267,RPS23_MOUSE,-0.2990209338173565,0.3347411577713916,0.5206305319766019,0.11375442895377649,0.4972473044466337,0.7373925464098005
P62270,RPS18_MOUSE,-0.54405011932889,0.18799388797684324,0.3596416038679138,-1.4327491020334906,0.00017056100469467158,0.002873640382761535
P62274,RPS29_MOUSE,0.44428021268177714,0.07816844101130044,0.1915389506781753,0.5670542192807384,0.019213483671804563,0.09630683871630387
P62281,RPS11_MOUSE,-1.395263396088681,0.0018794672681906649,0.011656960504600324,-1.9735102845121388,0.005951705622132993,0.043039525150615675
P62301,RPS13_MOUSE,0.09488917752986577,0.1910577577074718,0.36320658840505765,0.12487549548907656,0.1446805303075135,0.3562218412621105
P62305,SNRPE_MOUSE,0.11999358465835351,0.3078751783414343,0.49196966937364545,0.06449172026091948,0.6851505640805862,0.8547077127169653
P62307,SNRPF_MOUSE,1.3742976573024936,0.011946621238892691,0.0489654437551426,1.2281884310464015,0.033077788893883395,0.13969071477758105
P62309,SNRPG_MOUSE,2.1532825933588793,0.0005451789391475799,0.004310197829742674,2.5211077237355055,0.03158149753504972,0.13496581549507305
P62313,LSM6_MOUSE,-2.234224660217194,6.295991631621251e-05,0.0007884407840973026,-0.11814220618669993,0.6998601403841197,0.8662115122138836
P62317,SNRPD2_MOUSE,-0.2677703371031915,0.2587052877693917,0.44162957813286896,0.14258313259636324,0.5392855176735384,0.7648394869429028
P62320,SNRPD3_MOUSE,-0.004763146046240011,0.9422442895080237,0.9706447453299296,0.11783287153450567,0.5049741655796788,0.7443916009323894
P62331,ARF6_MOUSE,0.23733244449225072,0.036942579084893075,0.11463061532057013,0.555788173836986,0.0037109816610147073,0.030309489810013523
P62334,PSMC6_MOUSE,-0.06195534667078147,0.40566552021271085,0.5847928698672691,0.07505681059362382,0.47990263528285126,0.7232542963923086
P62342,SELENOT_MOUSE,0.3306987543388726,0.20074462765590306,0.37561222328660687,-0.15461388956904032,0.607018270749083,0.8112943555005142
P62500,TSC22D1_MOUSE,1.8613071644319394,0.0002387200126700256,0.0022543513903104297,0.8344632105965758,0.12132348633857892,0.3165611733671548
P62627,DYNLRB1_MOUSE,0.20217549487712252,0.07613684889220355,0.18818333508085708,0.39635278307220484,0.04559213028433697,0.16937431407276762
P62702,RPS4X_MOUSE,0.16539512078582902,0.048486940694169915,0.13667152269550814,0.1666536120501092,0.9203308279838434,0.980021378045006
P62715,PPP2CB_MOUSE,0.9311912121365247,0.013475278023336801,0.053466008655427374,0.8584879369816033,0.13963033093658322,0.34777895120272817
P62717,RPL18A_MOUSE,1.737014142482621,3.7045213834337256e-05,0.0005089918637592605,1.0725290150835236,0.010815261884371858,0.06579627774938614
P62746,RHOB_MOUSE,-1.6037316270465027,0.013669883659130909,0.053972188069324314,-1.6611900465837017,0.015098991228335221,0.08277436758566055
P62748,HPCAL1_MOUSE,-0.015076672802985863,0.975772383630438,0.9877197026410396,0.05888973245715571,0.18632934325223982,0.4142716031253858
P62751,RPL23A_MOUSE,0.15276597902520053,0.022264680443945865,0.07804531681259229,0.3892701174180341,0.051699477076547304,0.1830241113666988
P62754,RPS6_MOUSE,0.10805179137239515,0.32315456690753586,0.5077922097814297,0.250905577728279,0.2508607348008809,0.49593602462943814
P62761,VSNL1_MOUSE,0.15309709676424807,0.011916073727202816,0.0489319623265988,0.5636515301582805,0.006828996243398792,0.04756647166938813
P62774,MTPN_MOUSE,-0.23148425546997128,0.3431405488255065,0.5279076332675343,0.165503305508789,0.6404398676619312,0.8279938342458418
P62806,H4C1_MOUSE,-0.33517445828365233,0.6659132661674425,0.8014797412300132,0.3737484074687715,0.33893106161286934,0.5943972836786923
P62814,ATP6V1B2_MOUSE,-0.3638123821978659,6.232883928257827e-05,0.0007835284355790777,0.022279435121770445,0.9993966886030419,1.0
P62821,RAB1A_MOUSE,-0.14295384208150666,0.287262382373496,0.47101842906918556,-0.03416948770515329,0.7436280757680793,0.8908692705215852
P62827,RAN_MOUSE,-0.1068304136702379,0.35476593737541107,0.5354126221383274,0.20146871895877297,0.07168672991244808,0.22588543387844068
P62830,RPL23_MOUSE,0.10663631361444383,0.8039581670662449,0.8824980749897455,0.06548637725949773,0.8114100772111951,0.9297486534218112
P62835,RAP1A_MOUSE,0.5069704680754367,0.005426480509199167,0.027140674619942788,0.573645826210282,0.008104798831809118,0.05388686496025154
P62843,RPS15_MOUSE,0.7333174297614904,0.05733330061318644,0.15456907092182803,0.33493457929188025,0.20109550144432975,0.43141688243190207
P62849,RPS24_MOUSE,0.16052500239260298,0.07135939630831578,0.18037764197810793,0.30788584453309786,0.01876068377008027,0.09477532240520928
P62852,RPS25_MOUSE,0.07951461894218176,0.19795865176800187,0.372207642665223,0.35877360783874035,0.036782978083531336,0.1492986539369847
P62855,RPS26_MOUSE,,,,0.42831788610430477,0.3056885012914897,0.5579725451820838
P62858,RPS28_MOUSE,0.19799784868043166,0.0949853397697518,0.2204009192252869,3.097153516903756,2.1909638722992157e-05,0.000568590462988619
P62869,ELOB_MOUSE,-0.12623732486646616,0.4372154444164471,0.6122509061589257,-0.2172000757582285,0.0567640530883237,0.19309378735541827
P62874,GNB1_MOUSE,-0.6462043127127326,0.07500124870428965,0.18656489537435508,1.036326035493744,0.03323011493932996,0.14005337420223068
P62880,GNB2_MOUSE,0.6852324008584088,0.0005247608852152331,0.0041856092274755174,0.5123143475481544,0.02288897703339292,0.10721503361493219
P62889,RPL30_MOUSE,0.32710668130527754,0.21859123388931412,0.39641070959326014,0.9189812935833876,0.06063036954894801,0.2015583979426805
P62897,CYCS_MOUSE,0.2283342441854947,0.09094598902590348,0.2131866329233486,0.1446215304426062,0.5510781037370469,0.7754129155338071
P62900,RPL31_MOUSE,0.025845363777036133,0.7052573090396743,0.8252171310541307,0.046831155326494144,0.6350436522912054,0.8247478617000534
P62908,RPS3_MOUSE,-0.0028843641103180467,0.9598680882630221,0.9795319087860213,0.29129206208734754,0.13313856113185474,0.33636522792195306
P62911,RPL32_MOUSE,0.645329177413021,0.007497293800745847,0.03435561586626693,0.9421363230908921,0.016401752835195144,0.08739633403260315
P62918,RPL8_MOUSE,0.6079505112655886,0.012703742770471867,0.0505837136285415,-0.9779710552253336,0.0001882272813816894,0.0030958912497222697
P62960,YBX1_MOUSE,0.5751194942494211,0.00038231838070841963,0.003249706236021567,0.21204708253391824,0.356495293706903,0.6124943166838301
P62962,PFN1_MOUSE,-0.1406820786412794,0.3728064515119358,0.5529737646521977,0.1675026518182175,0.40844329843174665,0.6601545033129657
P62983,RPS27A_MOUSE,-0.36315342746330026,0.13150488193457627,0.2789059583887167,0.4287892747807231,0.0020868547139600395,0.019868338667229018
P62996,TRA2B_MOUSE,0.505237215126169,9.25311147490339e-07,2.4287566999326416e-05,0.3766551257670939,0.1326779239739924,0.33565845860716
P63001,RAC1_MOUSE,-2.588888884031462,0.015009384477602866,0.05814142912752657,0.7631303657399175,0.05821052117156548,0.196148122649317
P63005,PAFAH1B1_MOUSE,0.32564162363676413,0.507628530515315,0.6755488738528973,0.4567553049242554,0.2038814639131089,0.4355671375253542
P63017,HSPA8_MOUSE,-0.09289829965473205,0.2541218491990459,0.43584620346161507,0.29059851755865146,2.935482561040165e-05,0.0007156350667747917
P63028,TPT1_MOUSE,-0.08070964403161295,0.6156874959818932,0.7637318239382199,0.16349995455750804,0.9254768994608341,0.9820739594023185
P63037,DNAJA1_MOUSE,0.7455802396695377,6.0797503055362165e-05,0.0007701799518325995,0.472855213418052,0.02479971944205661,0.11384521706781481
P63038,HSPD1_MOUSE,0.17119085334063894,0.00979470270980222,0.04228476261955406,0.12113425295180336,0.14890783883180864,0.3611043145145141
P63073,EIF4E_MOUSE,0.055069749528486055,0.1952938330668097,0.36856968272689045,0.3184717989402852,0.04257120410232859,0.16243505083659468
P63101,YWHAZ_MOUSE,0.22049437275532646,0.13344097877543504,0.2817498283602534,0.4607724359443197,0.060591833163010755,0.2015583979426805
P63158,HMGB1_MOUSE,0.7126005633969362,0.00436779735501487,0.02292918899488606,1.0160485151034715,0.00039239199064168166,0.00563713136555773
